Key,File,Type,UsedInMainMenu,NoTranslate,schinese
ModR8S2HealthFullDamageDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值全满时\n伤害乘数+12%\n\n可分解为虹彩小晶块
ModR8S2DamageModifier,item_modifiers,mod,,,虹彩模组[攻击Ⅱ]
ModR8S2DamageModifierDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伤害乘数+9%\n\n可分解为虹彩小晶块
ModR8S2DrumMagazine,item_modifiers,mod,,,虹彩模组[弹鼓Ⅱ]
ModR8S2DrumMagazineDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]载弹量+150%\n换弹速度-30%\n\n可分解为虹彩小晶块
ModR8S2BowIntensify,item_modifiers,mod,,,虹彩模组[强弓Ⅱ]
ModR8S2BowIntensifyDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]弹道速度+30%\n伤害乘数+20%\n\n可分解为虹彩小晶块
ModR8S1BurnBlood,item_modifiers,mod,,,虹彩模组[燃血Ⅰ]
ModR8S1BurnBloodDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伤害乘数+25%\n攻击时消耗生命值1\n\n可分解为虹彩大晶体
ModR8S1KillRecovery,item_modifiers,mod,,,虹彩模组[盛宴Ⅰ]
ModR8S1KillRecoveryDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]击杀目标时回复自身生命值3\n\n可分解为虹彩小晶块
ModR8S2DamageResist,item_modifiers,mod,,,虹彩模组[减伤Ⅱ]
ModR8S2DamageResistDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：头甲\n\n[FFFFFF]伤害减免+3%\n\n可分解为虹彩小晶块
ModR8S2MobilityStaminaChangeOT,item_modifiers,mod,,,虹彩模组[改进Ⅱ]
ModR8S2MobilityStaminaChangeOTDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：轻甲、重甲\n\n[FFFFFF]极大程度降低护甲的移动速度惩罚和体力惩罚。\n\n可分解为虹彩小晶块
ModR8S1JumpStrength,item_modifiers,mod,,,虹彩模组[跳跃Ⅰ]
ModR8S1JumpStrengthDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：鞋甲\n\n[FFFFFF]跳跃高度+1\n减少跌落伤害\n\n可分解为虹彩小晶块



ModR9B3BlockDamage,item_modifiers,mod,,,虹彩模组[物块Ⅲ]
ModR9B3BlockDamageDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]物块伤害+60%\n\n可分解为虹彩大晶体
ModR9B3BuffFire,item_modifiers,mod,,,虹彩模组[燃烧Ⅲ]
ModR9B3BuffFireDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]攻击时使目标燃烧并陷入烈炎净世状态：\n持续焚烧（60秒）每秒受到15点伤害\n\n可分解为虹彩大晶体
ModR9B3KillExp,item_modifiers,mod,,,虹彩模组[经验Ⅲ]
ModR9B3KillExpDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]击杀经验+150\n\n可分解为虹彩大晶体
ModR9B3DegradationMax,item_modifiers,mod,,,虹彩模组[匠心Ⅲ]
ModR9B3DegradationMaxDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]最大耐久+200%\n\n可分解为虹彩大晶体
ModR9B3Degradation,item_modifiers,mod,,,虹彩模组[耐久Ⅲ]
ModR9B3DegradationDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]使用时65%几率不消耗耐久\n\n可分解为虹彩大晶体
ModR9B3Adversity,item_modifiers,mod,,,虹彩模组[逆境Ⅲ]
ModR9B3AdversityDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值低于50%时\n实体伤害+30%\n\n可分解为虹彩大晶体
ModR9A2Grip,item_modifiers,mod,,,虹彩模组[握把Ⅱ]
ModR9A2GripDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]近战耐力消耗减少20%\n近战攻击速度+15%\n弓的操纵性能+20%\n\n可分解为虹彩大晶体
ModR9A2HeadDamage,item_modifiers,mod,,,虹彩模组[痛击Ⅱ]
ModR9A2HeadDamageDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]爆头伤害+50\n\n可分解为虹彩大晶体
ModR9A2StaminaDamage,item_modifiers,mod,,,虹彩模组[昂扬Ⅱ]
ModR9A2StaminaDamageDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身耐力值全满时\n伤害乘数+12%\n\n可分解为虹彩大晶体
ModR9A2HealthLossDamage,item_modifiers,mod,,,虹彩模组[怨恨Ⅱ]
ModR9A2HealthLossDamageDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值不满时\n伤害乘数+12%\n\n可分解为虹彩大晶体
ModR9B3ColdResist,item_modifiers,mod,,,虹彩模组[耐寒Ⅲ]
ModR9B3ColdResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]寒冷耐性+10\n\n可分解为虹彩大晶体
ModR9B3HotResist,item_modifiers,mod,,,虹彩模组[耐暑Ⅲ]
ModR9B3HotResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]炎热耐性+10\n\n可分解为虹彩大晶体
ModR9B3AbrasionResist,item_modifiers,mod,,,虹彩模组[耐擦伤Ⅲ]
ModR9B3AbrasionResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]擦伤耐性+90%\n\n可分解为虹彩大晶体
ModR9B3BleedingResist,item_modifiers,mod,,,虹彩模组[耐流血Ⅲ]
ModR9B3BleedingResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]流血耐性+90%\n\n可分解为虹彩大晶体
ModR9B3LacerationResist,item_modifiers,mod,,,虹彩模组[耐裂伤Ⅲ]
ModR9B3LacerationResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]裂伤耐性+90%\n\n可分解为虹彩大晶体
ModR9B3StunnedResist,item_modifiers,mod,,,虹彩模组[耐眩晕Ⅲ]
ModR9B3StunnedResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]眩晕耐性+90%\n\n可分解为虹彩大晶体
ModR9B3SprainedResist,item_modifiers,mod,,,虹彩模组[耐扭伤Ⅲ]
ModR9B3SprainedResistDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]骨折耐性+90%\n\n可分解为虹彩大晶体
ModR9B3Impasse,item_modifiers,mod,,,虹彩模组[绝路Ⅲ]
ModR9B3ImpasseDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：胸甲\n\n[FFFFFF]受到伤害后提供3秒可免疫伤害的护盾\n冷却60秒\n\n可分解为虹彩大晶体
ModR9A2HealthMax,item_modifiers,mod,,,虹彩模组[生命提升Ⅱ]
ModR9A2HealthMaxDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：胸甲\n\n[FFFFFF]最大生命值+30\n\n可分解为虹彩大晶体
ModR9A2HealthChangeOT,item_modifiers,mod,,,虹彩模组[生命恢复Ⅱ]
ModR9A2HealthChangeOTDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：护甲\n\n[FFFFFF]每秒生命恢复+0.15\n\n可分解为虹彩大晶体
ModR9A2StaminaChangeOTRun,item_modifiers,mod,,,虹彩模组[强走Ⅱ]
ModR9A2StaminaChangeOTRunDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：鞋甲\n\n[FFFFFF]奔跑时\n耐力恢复速度+16%\n\n可分解为虹彩大晶体
ModR9A2MuffledConnectors,item_modifiers,mod,,,虹彩模组[降噪Ⅱ]
ModR9A2MuffledConnectorsDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：轻甲、重甲\n\n[FFFFFF]护甲噪音-11%\n\n可分解为虹彩大晶体
ModR9B3ClothingStoragePocket,item_modifiers,mod,,,虹彩模组[负重Ⅲ]
ModR9B3ClothingStoragePocketDesc,item_modifiers,mod,,,[00FF00]RANK 9\n[00FF00]可安装：衣物\n\n[FFFFFF]虹彩衣物背包\n负重+5\n\n可分解为虹彩大晶体



ModR10B4BlockDamage,item_modifiers,mod,,,虹彩模组[物块Ⅳ]
ModR10B4BlockDamageDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]物块伤害+80%\n\n可分解为虹彩大晶体
ModR10B4BuffFire,item_modifiers,mod,,,虹彩模组[燃烧Ⅳ]
ModR10B4BuffFireDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]攻击时使目标燃烧并陷入烈炎净世状态：\n持续焚烧（60秒）每秒受到45点伤害\n\n可分解为虹彩大晶体
ModR10B4KillExp,item_modifiers,mod,,,虹彩模组[经验Ⅳ]
ModR10B4KillExpDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]击杀经验+200\n\n可分解为虹彩大晶体
ModR10B4DegradationMax,item_modifiers,mod,,,虹彩模组[匠心Ⅳ]
ModR10B4DegradationMaxDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]最大耐久+300%\n\n可分解为虹彩大晶体
ModR10B4Degradation,item_modifiers,mod,,,虹彩模组[耐久Ⅳ]
ModR10B4DegradationDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]使用时75%几率不消耗耐久\n\n可分解为虹彩大晶体
ModR10B4Adversity,item_modifiers,mod,,,虹彩模组[逆境Ⅳ]
ModR10B4AdversityDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值低于50%时\n实体伤害+35%\n\n可分解为虹彩大晶体
ModR10B2PlantBiology,item_modifiers,mod,,,虹彩模组[植生学Ⅱ]
ModR10B2PlantBiologyDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]植物收获+200%\n\n可分解为虹彩大晶体
ModR10B3HarvestOreWood,item_modifiers,mod,,,虹彩模组[地质学Ⅲ]
ModR10B3HarvestOreWoodDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伐木和挖矿数量+60%\n\n可分解为虹彩大晶体
ModR10B3HarvestSalvage,item_modifiers,mod,,,虹彩模组[工业学Ⅲ]
ModR10B3HarvestSalvageDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]回收数量+60%\n\n可分解为虹彩大晶体
ModR10B3HarvestButcher,item_modifiers,mod,,,虹彩模组[生物学Ⅲ]
ModR10B3HarvestButcherDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]解剖数量+60%\n\n可分解为虹彩大晶体
ModR10B3BuffShocked,item_modifiers,mod,,,虹彩模组[电击Ⅲ]
ModR10B3BuffShockedDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]攻击时20%几率使目标电击\n\n可分解为虹彩大晶体
ModR10B3GunTubeMagazine,item_modifiers,mod,,,虹彩模组[弹管Ⅲ]
ModR10B3GunTubeMagazineDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]泵动式霰弹枪的弹匣容量增加6发\n\n可分解为虹彩大晶体
ModR10B4ColdResist,item_modifiers,mod,,,虹彩模组[耐寒Ⅳ]
ModR10B4ColdResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]寒冷耐性+12\n\n可分解为虹彩大晶体
ModR10B4HotResist,item_modifiers,mod,,,虹彩模组[耐暑Ⅳ]
ModR10B4HotResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]炎热耐性+12\n\n可分解为虹彩大晶体
ModR10B4AbrasionResist,item_modifiers,mod,,,虹彩模组[耐擦伤Ⅳ]
ModR10B4AbrasionResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]擦伤耐性+100%\n\n可分解为虹彩大晶体
ModR10B4BleedingResist,item_modifiers,mod,,,虹彩模组[耐流血Ⅳ]
ModR10B4BleedingResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]流血耐性+100%\n\n可分解为虹彩大晶体
ModR10B4LacerationResist,item_modifiers,mod,,,虹彩模组[耐裂伤Ⅳ]
ModR10B4LacerationResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]裂伤耐性+100%\n\n可分解为虹彩大晶体
ModR10B4StunnedResist,item_modifiers,mod,,,虹彩模组[耐眩晕Ⅳ]
ModR10B4StunnedResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]眩晕耐性+100%\n\n可分解为虹彩大晶体
ModR10B4SprainedResist,item_modifiers,mod,,,虹彩模组[耐扭伤Ⅳ]
ModR10B4SprainedResistDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：护甲\n\n[FFFFFF]骨折耐性+100%\n\n可分解为虹彩大晶体
ModR10B4Impasse,item_modifiers,mod,,,虹彩模组[绝路Ⅳ]
ModR10B4ImpasseDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：胸甲\n\n[FFFFFF]受到伤害后提供3秒可免疫伤害的护盾\n冷却30秒\n\n可分解为虹彩大晶体
ModR10B4Friendly,item_modifiers,mod,,,虹彩模组[广域化Ⅳ]
ModR10B4FriendlyDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：手甲\n\n[FFFFFF]使用道具时，队友和盟友也享受相同的效果\n追加道具：\n急救包、石膏绷带、维生素、抗生素、类固醇\n\n可分解为虹彩大晶体
ModR10B3ReloadSpeed,item_modifiers,mod,,,虹彩模组[换弹Ⅲ]
ModR10B3ReloadSpeedDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：胸甲、腿甲\n\n[FFFFFF]装弹速度提高30%。\n该效果不可叠加，但可安装到任何胸甲或腿甲中。\n\n可分解为虹彩大晶体
ModR10B3StaminaMax,item_modifiers,mod,,,虹彩模组[耐力提升Ⅲ]
ModR10B3StaminaMaxDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：胸甲\n\n[FFFFFF]最大耐力值+60\n\n可分解为虹彩大晶体
ModR10B4ClothingStoragePocket,item_modifiers,mod,,,虹彩模组[负重Ⅳ]
ModR10B4ClothingStoragePocketDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：衣物\n\n[FFFFFF]虹彩衣物背包\n负重+6\n\n可分解为虹彩大晶体
ModR10B3CopperSmelting,item_modifiers,mod,,,虹彩模组[炼铜Ⅲ]
ModR10B3CopperSmeltingDesc,item_modifiers,mod,,,[00BFFF]RANK 10\n[00FF00]可安装：武器、工具\n\n[FFFFFF]击杀目标时获得75公爵币\n\n可分解为虹彩大晶体



ModR11A3Grip,item_modifiers,mod,,,虹彩模组[握把Ⅲ]
ModR11A3GripDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]近战耐力消耗减少25%\n近战攻击速度+20%\n弓的操纵性能+25%\n\n可分解为虹彩大晶体
ModR11A3HeadDamage,item_modifiers,mod,,,虹彩模组[痛击Ⅲ]
ModR11A3HeadDamageDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]爆头伤害+75\n\n可分解为虹彩大晶体
ModR11A3StaminaDamage,item_modifiers,mod,,,虹彩模组[昂扬Ⅲ]
ModR11A3StaminaDamageDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身耐力值全满时\n伤害乘数+15%\n\n可分解为虹彩大晶体
ModR11A3HealthLossDamage,item_modifiers,mod,,,虹彩模组[怨恨Ⅲ]
ModR11A3HealthLossDamageDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值不满时\n伤害乘数+15%\n\n可分解为虹彩大晶体
ModR11S3HealthFullDamage,item_modifiers,mod,,,虹彩模组[无伤Ⅲ]
ModR11S3HealthFullDamageDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值全满时\n伤害乘数+16%\n\n可分解为虹彩大晶体
ModR11S3DamageModifier,item_modifiers,mod,,,虹彩模组[攻击Ⅲ]
ModR11S3DamageModifierDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伤害乘数+12%\n\n可分解为虹彩大晶体
ModR11S3DrumMagazine,item_modifiers,mod,,,虹彩模组[弹鼓Ⅲ]
ModR11S3DrumMagazineDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]载弹量+175%\n换弹速度-35%\n\n可分解为虹彩大晶体
ModR11S3BowIntensify,item_modifiers,mod,,,虹彩模组[强弓Ⅲ]
ModR11S3BowIntensifyDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：武器、工具\n\n[FFFFFF]弹道速度+35%\n伤害乘数+25%\n\n可分解为虹彩大晶体
ModR11A3HealthMax,item_modifiers,mod,,,虹彩模组[生命提升Ⅲ]
ModR11A3HealthMaxDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：胸甲\n\n[FFFFFF]最大生命值+50\n\n可分解为虹彩大晶体
ModR11A3HealthChangeOT,item_modifiers,mod,,,虹彩模组[生命恢复Ⅲ]
ModR11A3HealthChangeOTDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：护甲\n\n[FFFFFF]每秒生命恢复+0.2\n\n可分解为虹彩大晶体
ModR11A3StaminaChangeOTRun,item_modifiers,mod,,,虹彩模组[强走Ⅲ]
ModR11A3StaminaChangeOTRunDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：鞋甲\n\n[FFFFFF]奔跑时\n耐力恢复速度+20%\n\n可分解为虹彩大晶体
ModR11A3MuffledConnectors,item_modifiers,mod,,,虹彩模组[降噪Ⅲ]
ModR11A3MuffledConnectorsDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：轻甲、重甲\n\n[FFFFFF]护甲噪音-12%\n\n可分解为虹彩大晶体
ModR11S3DamageResist,item_modifiers,mod,,,虹彩模组[减伤Ⅲ]
ModR11S3DamageResistDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：头甲\n\n[FFFFFF]伤害减免+4%\n\n可分解为虹彩大晶体
ModR11S3MobilityStaminaChangeOT,item_modifiers,mod,,,虹彩模组[改进Ⅲ]
ModR11S3MobilityStaminaChangeOTDesc,item_modifiers,mod,,,[BA55D3]RANK 11\n[00FF00]可安装：轻甲、重甲\n\n[FFFFFF]极大程度降低护甲的移动速度惩罚和体力惩罚。\n\n可分解为虹彩大晶体



ModR12B4HarvestOreWood,item_modifiers,mod,,,虹彩模组[地质学Ⅳ]
ModR12B4HarvestOreWoodDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伐木和挖矿数量+80%\n\n可分解为虹彩大晶体
ModR12B4HarvestSalvage,item_modifiers,mod,,,虹彩模组[工业学Ⅳ]
ModR12B4HarvestSalvageDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]回收数量+80%\n\n可分解为虹彩大晶体
ModR12B4HarvestButcher,item_modifiers,mod,,,虹彩模组[生物学Ⅳ]
ModR12B4HarvestButcherDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]解剖数量+80%\n\n可分解为虹彩大晶体
ModR12B4BuffShocked,item_modifiers,mod,,,虹彩模组[电击Ⅳ]
ModR12B4BuffShockedDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]攻击时25%几率使目标电击\n\n可分解为虹彩大晶体
ModR12B4GunTubeMagazine,item_modifiers,mod,,,虹彩模组[弹管Ⅳ]
ModR12B4GunTubeMagazineDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]泵动式霰弹枪的弹匣容量增加7发\n\n可分解为虹彩大晶体
ModR12S4HealthFullDamage,item_modifiers,mod,,,虹彩模组[无伤Ⅳ]
ModR12S4HealthFullDamageDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]自身生命值全满时\n伤害乘数+20%\n\n可分解为虹彩大晶体
ModR12S4DamageModifier,item_modifiers,mod,,,虹彩模组[攻击Ⅳ]
ModR12S4DamageModifierDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伤害乘数+15%\n\n可分解为虹彩大晶体
ModR12S4DrumMagazine,item_modifiers,mod,,,虹彩模组[弹鼓Ⅳ]
ModR12S4DrumMagazineDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]载弹量+200%\n换弹速度-35%\n\n可分解为虹彩大晶体
ModR12S4BowIntensify,item_modifiers,mod,,,虹彩模组[强弓Ⅳ]
ModR12S4BowIntensifyDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]弹道速度+40%\n伤害乘数+30%\n\n可分解为虹彩大晶体
ModR12S2BurnBlood,item_modifiers,mod,,,虹彩模组[燃血Ⅱ]
ModR12S2BurnBloodDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]伤害乘数+35%\n攻击时消耗生命值2\n\n可分解为虹彩大晶体
ModR12S2KillRecovery,item_modifiers,mod,,,虹彩模组[盛宴Ⅱ]
ModR12S2KillRecoveryDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]击杀目标时回复自身生命值5\n\n可分解为虹彩大晶体
ModR12B5Friendly,item_modifiers,mod,,,虹彩模组[广域化Ⅴ]
ModR12B5FriendlyDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：手甲\n\n[FFFFFF]使用道具时，队友和盟友也享受相同的效果\n追加道具：\n祖父的私酒、祖父的美味酱、祖父的学习妙药、雷克格、强健宝\n\n可分解为虹彩大晶体
ModR12B4ReloadSpeed,item_modifiers,mod,,,虹彩模组[换弹Ⅳ]
ModR12B4ReloadSpeedDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：胸甲、腿甲\n\n[FFFFFF]装弹速度提高35%。\n该效果不可叠加，但可安装到任何胸甲或腿甲中。\n\n可分解为虹彩大晶体
ModR12B4StaminaMax,item_modifiers,mod,,,虹彩模组[耐力提升Ⅳ]
ModR12B4StaminaMaxDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：胸甲\n\n[FFFFFF]最大耐力值+100\n\n可分解为虹彩大晶体
ModR12S4DamageResist,item_modifiers,mod,,,虹彩模组[减伤Ⅳ]
ModR12S4DamageResistDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：头甲\n\n[FFFFFF]伤害减免+5%\n\n可分解为虹彩大晶体
ModR12S4MobilityStaminaChangeOT,item_modifiers,mod,,,虹彩模组[改进Ⅳ]
ModR12S4MobilityStaminaChangeOTDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：轻甲、重甲\n\n[FFFFFF]极大程度降低护甲的移动速度惩罚和体力惩罚。\n\n可分解为虹彩大晶体
ModR12S2JumpStrength,item_modifiers,mod,,,虹彩模组[跳跃Ⅱ]
ModR12S2JumpStrengthDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：鞋甲\n\n[FFFFFF]跳跃高度+2\n减少跌落伤害\n\n可分解为虹彩大晶体
ModR12B4CopperSmelting,item_modifiers,mod,,,虹彩模组[炼铜Ⅳ]
ModR12B4CopperSmeltingDesc,item_modifiers,mod,,,[FFA500]RANK 12\n[00FF00]可安装：武器、工具\n\n[FFFFFF]击杀目标时获得100公爵币\n\n可分解为虹彩大晶体



ModRSS1SoundSuppressorSilencer,item_modifiers,mod,,,虹彩模组[消声器]
ModRSS1SoundSuppressorSilencerDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]改良版的消声器可大大降低发射时的声音，但也会降低伤害。\n不再降低射程。\n适用于小口径和低射速的枪支。\n不适用于左轮手枪。\n\n可分解为虹彩小晶块
ModRSS1MagazineExtender,item_modifiers,mod,,,虹彩模组[快速弹夹]
ModRSS1MagazineExtenderDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：武器、工具\n\n[FFFFFF]弹匣容量-20%\n换弹速度+20%\n\n可分解为虹彩小晶块
ModRSS1ArmorPlate,item_modifiers,mod,,,虹彩模组[减震]
ModRSS1ArmorPlateDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：护甲\n\n[FFFFFF]改良后的护甲模组\n\n可分解为虹彩小晶块
ModRSS1VehicleSuperCharger,item_modifiers,mod,,,虹彩模组[涡轮增压]
ModRSS1VehicleSuperChargerDesc,item_modifiers,mod,,,[FF985E]RANK 8\n[00FF00]可安装：载具\n\n[FFFFFF]改良后的涡轮增压模组\n\n可分解为虹彩小晶块
ModRSS1VehicleChainsaw,item_modifiers,mod,,,虹彩模组[传动链条]
ModRSS1VehicleChainsawDesc,item_modifiers,mod,,,[67C483]RANK 4\n[00FF00]可安装：载具\n\n[FFFFFF]增加载具的行驶速度\n\n可分解为虹彩小晶块



IridescentGunPipeMachine,items,Melee,,,虹彩炼金·撒币机枪
IridescentGunPipeMachineDesc,items,Melee,,,[FF66B2]RANK S\n\n[FFFFFF]它的弹夹里装着铜币\n\n可分解为虹彩小晶块
IridescentMeleeCandyKnifeWater,items,Melee,,,虹彩炼金·拐杖糖刀-海
